iid,pid,match,femaleMatch,maleMatch,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
23,51,0,0,0,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
23,52,0,0,0,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
23,53,0,0,1,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
23,54,0,0,1,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
23,55,0,0,0,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
24,40,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,41,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,42,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,43,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,44,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,45,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,46,0,1,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,47,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,48,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,49,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,50,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,51,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,52,0,0,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,53,0,1,0,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,54,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
24,55,0,0,1,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
25,40,0,0,0,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,41,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,42,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,43,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,44,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,45,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,46,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,47,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,48,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,49,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,50,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,51,0,0,0,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,52,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,53,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,54,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
25,55,0,0,1,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
26,40,0,0,0,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,41,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,42,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,43,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,44,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,45,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,46,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,47,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,48,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,49,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,50,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,51,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,52,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,53,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,54,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
26,55,0,0,1,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1
27,40,0,0,0,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,41,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,42,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,43,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,44,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,45,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,46,1,1,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,47,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,48,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,49,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,50,1,1,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,51,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,52,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,53,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,54,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
27,55,0,0,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
28,40,0,0,0,,,,,,,,,,,,,,,,,
28,41,0,0,1,,,,,,,,,,,,,,,,,
28,42,0,0,1,,,,,,,,,,,,,,,,,
28,43,0,0,0,,,,,,,,,,,,,,,,,
28,44,0,0,1,,,,,,,,,,,,,,,,,
28,45,0,0,1,,,,,,,,,,,,,,,,,
28,46,1,1,1,,,,,,,,,,,,,,,,,
28,47,0,0,1,,,,,,,,,,,,,,,,,
28,48,0,0,0,,,,,,,,,,,,,,,,,
28,49,0,0,1,,,,,,,,,,,,,,,,,
28,50,0,0,0,,,,,,,,,,,,,,,,,
28,51,0,1,0,,,,,,,,,,,,,,,,,
28,52,0,0,0,,,,,,,,,,,,,,,,,
28,53,0,1,0,,,,,,,,,,,,,,,,,
28,54,0,0,0,,,,,,,,,,,,,,,,,
28,55,0,0,1,,,,,,,,,,,,,,,,,
29,40,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,41,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,42,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,43,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,44,1,1,1,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,45,1,1,1,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,46,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,47,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,48,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,49,0,0,1,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,50,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,51,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,52,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,53,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,54,0,0,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
29,55,0,1,0,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
30,40,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,41,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,42,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,43,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,44,0,0,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,45,0,0,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,46,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,47,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,48,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,49,1,1,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,50,0,1,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,51,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,52,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,53,0,1,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,54,0,0,0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
30,55,1,1,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4
31,40,0,0,0,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,41,0,0,0,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,42,0,0,0,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,43,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,44,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,45,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,46,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,47,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,48,1,1,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,49,1,1,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,50,1,1,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,51,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,52,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,53,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,54,0,0,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
31,55,1,1,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6
32,40,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,41,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,42,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,43,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,44,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,45,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,46,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,47,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,48,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,49,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,50,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,51,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,52,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,53,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,54,0,0,1,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
32,55,0,0,0,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9
33,40,0,1,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,41,0,0,1,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,42,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,43,0,1,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,44,0,0,1,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,45,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,46,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,47,0,0,1,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,48,0,1,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,49,0,0,1,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,50,0,1,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,51,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,52,0,1,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,53,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,54,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
33,55,0,0,0,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
34,40,0,0,0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,41,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,42,0,0,0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,43,0,0,0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,44,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,45,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,46,1,1,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,47,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,48,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,49,1,1,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,50,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,51,0,0,0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,52,0,0,0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,53,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,54,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
34,55,0,0,1,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7
35,40,0,1,0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,41,0,0,0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,42,0,0,0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,43,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,44,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,45,1,1,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,46,1,1,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,47,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,48,0,1,0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,49,1,1,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,50,1,1,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,51,0,1,0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,52,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,53,1,1,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,54,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
35,55,0,0,1,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3
36,40,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,41,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,42,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,43,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,44,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,45,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,46,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,47,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,48,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,49,1,1,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,50,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,51,1,1,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,52,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,53,0,1,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,54,0,0,0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
36,55,0,0,1,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
37,40,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,41,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,42,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,43,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,44,1,1,1,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,45,0,0,1,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,46,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,47,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,48,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,49,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,50,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,51,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,52,1,1,1,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,53,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,54,0,0,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
37,55,0,1,0,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
38,40,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,41,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,42,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,43,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,44,0,0,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,45,0,0,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,46,0,0,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,47,0,0,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,48,0,1,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,49,1,1,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,50,1,1,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,51,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,52,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,53,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,54,0,0,0,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
38,55,1,1,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2
39,40,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,41,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,42,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,43,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,44,0,0,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,45,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,46,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,47,1,1,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,48,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,49,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,50,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,51,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,52,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,53,0,1,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,54,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
39,55,0,0,0,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
40,21,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,22,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,23,0,0,1,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,24,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,25,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,26,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,27,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,28,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,29,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,30,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,31,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,32,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,33,0,0,1,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,34,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,35,0,0,1,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
40,36,0,0,0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2
